Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCV29,OUT018,2695.0830154096247
NCY30,OUT017,3088.410271907756
FDQ46,OUT049,1867.1635878201064
FDG58,OUT027,4114.516677894372
FDK33,OUT017,3579.6339746441727
NCD07,OUT045,1846.5015472805117
NCX29,OUT027,3703.7510780217217
NCT42,OUT013,2474.703560571067
DRN59,OUT035,722.0013140227411
FDI44,OUT035,1186.02511970231
FDA45,OUT049,2820.769375948629
FDP31,OUT045,990.777847040245
FDY01,OUT046,1876.4891099001916
FDT09,OUT018,1903.9859169606245
DRH03,OUT027,2369.3154729650314
FDA36,OUT018,2874.50952358868
NCF31,OUT017,2533.994331954065
FDG14,OUT049,2583.1342378573036
FDG28,OUT027,6313.15106504676
FDU14,OUT049,4170.668750169072
FDY47,OUT019,314.05708234433814
FDI56,OUT049,1468.8312776849066
DRD01,OUT013,944.6297714681918
FDM22,OUT046,939.2639364958752
FDH33,OUT013,713.572550638957
DRZ24,OUT013,1919.7228162796641
NCQ38,OUT046,1722.850830101338
FDO16,OUT027,2258.0869755114613
FDU07,OUT027,3950.5714982635145
NCB07,OUT013,3208.7132918709635
FDU48,OUT045,2097.6448948909506
NCM43,OUT045,2704.4881228460877
FDR31,OUT010,352.88002611646357
DRK49,OUT018,567.0625330362523
NCI30,OUT010,672.2425755128049
DRD60,OUT017,3049.0420335598837
NCG19,OUT046,3719.5048673818183
FDH12,OUT035,1683.29793799063
FDM32,OUT035,1461.6137766893212
FDM27,OUT035,2565.0112409955445
NCU53,OUT027,4285.827630526565
NCQ18,OUT046,1559.6326167022041
FDS10,OUT013,2901.659600476709
FDB33,OUT027,4183.791217032175
FDI12,OUT013,1389.7731098779655
NCW42,OUT013,3608.4291255083926
NCC06,OUT018,1892.1920720512144
FDW02,OUT017,2133.228489657863
NCD43,OUT017,1673.8429089106153
FDM57,OUT018,1129.4762612631062
FDA58,OUT017,3921.8777699696466
FDK56,OUT046,3070.462760259537
FDP52,OUT045,4006.1515868159095
FDW20,OUT018,1768.2177035180216
FDS52,OUT049,1630.4243601265612
NCT29,OUT018,1656.7330903263237
NCL54,OUT013,3000.5188084951096
FDC05,OUT045,3432.385317703166
FDF34,OUT035,3456.8684936342343
FDP03,OUT027,3482.1780162515515
FDD32,OUT010,212.31488583509417
FDZ10,OUT045,2086.658405276577
FDZ40,OUT035,852.6875832392452
FDD51,OUT018,585.7877607643934
NCY30,OUT019,470.88972486775765
FDP58,OUT017,3589.4736011994964
FDV49,OUT017,4063.508095031438
FDY24,OUT019,131.57590096351032
NCO55,OUT017,1747.0448635750083
FDR13,OUT017,1904.693498637791
FDS51,OUT017,1028.112549456136
FDP26,OUT045,1664.6709195951757
NCB54,OUT027,3575.7822516941387
FDF32,OUT017,3344.6368708583886
FDN31,OUT018,2828.076001886088
DRM48,OUT017,736.771703874396
FDN20,OUT049,2939.819974840989
DRL01,OUT046,3921.612417130199
FDV56,OUT049,1834.1666876050265
DRH13,OUT027,2739.942947036854
FDA03,OUT017,2485.8510218092674
FDF47,OUT027,5680.152730534249
FDX32,OUT046,2453.7636317446186
FDX57,OUT049,1585.398888901644
NCA30,OUT045,3089.816722021858
FDO49,OUT013,834.9183284931564
FDL04,OUT019,271.8805017914667
DRM48,OUT035,742.2813481047456
FDR16,OUT013,3559.599731535106
NCC19,OUT018,2921.322048928431
NCE42,OUT045,3607.419648455099
FDY24,OUT017,943.629289737217
FDH19,OUT049,2940.124735916637
FDJ46,OUT013,2998.348773935723
FDN45,OUT010,559.897090241263
FDY08,OUT035,2165.412840160031
FDZ37,OUT035,1419.6057783223562
NCT30,OUT045,776.0629739955034
DRY23,OUT018,595.7021361276593
NCZ30,OUT018,1815.025339256045
FDC44,OUT018,1596.9106790546407
FDB45,OUT035,1635.0623337989916
FDY04,OUT013,2701.4990588055375
FDM27,OUT046,2631.078653302202
FDZ43,OUT017,4123.456079403468
FDT39,OUT019,389.0973479335812
NCC06,OUT019,327.91956544768505
FDL15,OUT027,4081.8237202479268
FDL57,OUT017,4110.940624231256
FDU08,OUT046,1571.998929032574
FDK40,OUT017,4294.859561097068
FDQ12,OUT010,652.7127672627091
FDS48,OUT017,2538.2644821897525
FDP09,OUT045,3420.6266630118075
FDW21,OUT049,1626.077187577856
FDY25,OUT035,3051.351409999392
DRE13,OUT017,1377.7052879342698
FDV43,OUT019,53.928727817487925
FDD22,OUT045,1839.8668242198248
FDM46,OUT019,225.3882353844574
NCO30,OUT010,505.2261999171121
FDM25,OUT046,3035.6145454268335
NCN41,OUT049,2067.078086382734
FDU24,OUT045,1475.0418519421632
FDZ50,OUT046,3161.4841696849
FDP45,OUT013,4139.11555549892
NCM54,OUT045,2030.7181493266262
FDW10,OUT019,454.91067435356035
FDP20,OUT017,2027.38147815017
FDK32,OUT046,2532.1567172680902
FDN52,OUT049,1448.9941338471713
FDM58,OUT045,1851.8534169125644
FDZ46,OUT027,2931.786631284597
NCA18,OUT018,1639.9303179672856
FDD35,OUT046,2166.7668944184907
NCK31,OUT035,874.732331250106
FDI40,OUT027,2693.595924260369
FDT50,OUT019,269.88708723329705
NCT06,OUT046,2647.2764343777035
FDT31,OUT035,3134.8972696510737
FDT45,OUT049,860.3596189704224
FDT13,OUT045,3065.705769737313
FDO50,OUT045,1452.3778337216436
NCU18,OUT010,307.4999681280799
NCR54,OUT049,3276.189117421418
NCO18,OUT018,2698.1844003721685
FDU09,OUT045,986.6229077902635
FDT13,OUT018,2834.945006920824
FDE09,OUT046,1793.9545395808
NCK53,OUT019,253.60330999339317
FDG45,OUT049,3575.1743281533745
DRH15,OUT035,794.4247647629315
FDO21,OUT019,554.2723929992205
FDD14,OUT027,4955.80426239943
FDC09,OUT046,1623.0475559858926
FDH45,OUT027,1285.2087212466163
FDV32,OUT046,1081.6334899029173
FDG12,OUT035,1952.433193955154
FDS32,OUT013,2141.5202382353305
NCL55,OUT018,3575.55718662515
DRE01,OUT035,4217.53066902068
DRE15,OUT049,1239.023318436075
NCL42,OUT045,3998.921799122335
FDP31,OUT013,931.5636535360002
FDN33,OUT018,1287.5196502349213
FDZ59,OUT046,2753.5526889222397
FDE45,OUT010,452.2745140380696
FDJ07,OUT013,1847.4116788734527
FDQ45,OUT018,2850.695631224065
FDM33,OUT027,5634.5400537023415
FDO15,OUT010,204.4442714727502
FDM46,OUT013,1421.9801210681471
FDR03,OUT045,3425.5819951899
FDY49,OUT018,2540.9231588487396
FDQ60,OUT045,1870.3581006780603
FDW10,OUT049,2908.6922488461378
FDO51,OUT049,744.5384331868001
FDJ40,OUT018,1507.645670335884
FDS20,OUT018,2829.0723840673945
FDU45,OUT013,1855.8449323283799
FDV02,OUT035,2931.0989848801783
FDN09,OUT046,3972.4133202331436
NCM55,OUT027,4869.330743069029
FDN23,OUT018,2062.314703026706
FDY31,OUT010,375.2196540322825
FDW03,OUT010,328.72237517770304
FDD14,OUT046,2998.775061166757
FDV23,OUT017,2088.041992113879
DRI03,OUT045,2935.147794427844
FDN13,OUT035,1631.9784128227002
FDF45,OUT027,1655.4456761025708
FDU46,OUT035,1450.3868891333295
FDB57,OUT049,3744.906754079156
FDV12,OUT049,1632.0666626892694
FDQ58,OUT013,2554.18503874613
NCA18,OUT017,1893.6000595726778
FDH52,OUT049,1032.445418959081
FDM24,OUT018,2284.5735393975383
NCP43,OUT027,4743.097447133117
NCO18,OUT019,461.94116392495107
FDM32,OUT017,1412.950795664593
NCL07,OUT017,686.6809270130966
FDK03,OUT013,4271.275197907607
FDP59,OUT017,1516.2592098490418
FDQ24,OUT049,4095.4615093170905
FDQ16,OUT018,1535.4028640232555
FDU44,OUT013,2762.1701285616696
FDH28,OUT010,22.94078519506502
FDV28,OUT019,26.75510043604254
FDM22,OUT045,848.272616265499
FDR56,OUT046,3235.76627638593
FDV39,OUT049,3368.0097190025012
FDU37,OUT019,211.27089485149077
FDQ11,OUT010,624.5597195969649
FDX02,OUT045,3745.406926100973
NCS42,OUT018,1289.33197253841
FDY57,OUT027,2502.3401475352043
FDB21,OUT049,4115.013720248705
FDE28,OUT017,3959.6890861823695
FDQ55,OUT017,1853.9909225324113
FDA48,OUT049,3843.849982746041
FDZ19,OUT045,2893.336129670658
NCC43,OUT045,3890.470412438867
NCV18,OUT046,1324.3486170320473
NCA42,OUT018,2362.7886606550346
FDY45,OUT046,4080.750999524571
NCC30,OUT045,2908.0125602172443
FDM57,OUT013,1387.1957899297554
FDL09,OUT010,466.544160874947
FDB09,OUT027,3389.5251909992007
FDT44,OUT035,1947.1753530184506
NCT06,OUT027,4225.242920910375
FDX26,OUT049,3109.138299818152
FDK32,OUT013,2607.0301549694154
DRA12,OUT046,2201.2238820330567
FDO46,OUT010,549.2423472521698
FDE52,OUT013,1455.4195282118478
NCH42,OUT045,3716.230856599478
FDV08,OUT035,756.5262257638788
FDB47,OUT018,3123.424228899458
FDC28,OUT010,296.6719309017203
FDD22,OUT046,1909.4388785574492
FDS07,OUT027,3040.865704528818
DRI13,OUT045,3614.1028641643056
FDG32,OUT018,3282.5016527248054
FDU14,OUT017,4204.189807680308
FDD28,OUT019,168.73529250435718
NCP41,OUT017,1834.7452478304356
FDS08,OUT049,2925.5937562251297
FDX47,OUT045,2509.9408975206625
FDC53,OUT019,277.94789198255717
FDQ19,OUT035,4122.347658697499
FDL14,OUT045,2547.1203575875356
FDM33,OUT019,542.905223719426
FDA51,OUT045,1788.0827873727926
FDZ27,OUT018,665.2112530883767
FDT04,OUT046,714.2949441680357
DRC13,OUT049,2140.723063244861
FDR16,OUT027,5652.784645780168
FDQ03,OUT027,6226.360895925466
FDE38,OUT035,2895.2189474933602
DRH23,OUT027,1688.3279015740422
FDT11,OUT019,488.59132877060983
FDD09,OUT035,3083.8431172297837
FDR40,OUT045,1326.2027020410492
FDX07,OUT017,3167.909065119025
FDR07,OUT035,1437.0545078092928
FDA51,OUT017,1863.9234155346526
FDT59,OUT019,538.2744050908614
FDF20,OUT017,3206.7670591259316
FDR13,OUT045,1864.859651656689
FDY26,OUT049,3483.114553228077
FDW04,OUT017,2130.9987280290325
FDK52,OUT017,3894.836623007215
FDN60,OUT049,2578.486568465174
FDM09,OUT019,465.6662847053533
FDP46,OUT049,1410.2997676931955
FDB50,OUT019,194.48580704654228
NCQ29,OUT049,4050.1397659745226
FDP16,OUT027,6376.598024173605
FDX33,OUT018,2450.819655907338
FDP07,OUT010,547.9590949289861
FDN22,OUT046,4002.2381443354134
FDF39,OUT049,4184.671335946317
FDS21,OUT017,1021.3238991123244
NCM42,OUT013,1788.4036294922305
FDK50,OUT019,420.8896394352819
DRF13,OUT027,4009.419700111904
FDH35,OUT018,2386.1899563194806
FDP60,OUT018,1356.1209746327145
DRJ49,OUT027,3334.836633473572
NCT42,OUT019,361.81501281920873
FDE38,OUT049,2865.6369501706777
FDI04,OUT049,3459.3782295758847
NCH54,OUT045,2520.2241862455803
FDT56,OUT049,977.6205305924918
DRD15,OUT018,3466.864004845578
FDV58,OUT013,3131.5383644458834
FDP21,OUT049,3164.193541367577
FDH05,OUT013,4143.507705993005
FDR10,OUT027,4234.167333036865
NCP06,OUT045,2303.3300121663738
FDF33,OUT049,1815.7896003837934
DRK37,OUT013,3162.4937885094246
DRH49,OUT045,1349.8490823289758
FDT58,OUT013,2818.6056416010333
FDD41,OUT018,1435.1881925924504
FDP40,OUT018,1531.7657927549972
FDM51,OUT027,2665.9009334833677
FDO45,OUT010,216.8634873552046
FDW33,OUT010,278.1576033423821
FDY24,OUT045,907.2406870372038
FDB10,OUT010,627.2531348548355
FDM40,OUT035,2264.606298312577
NCI06,OUT017,2962.2660976312195
FDW12,OUT019,341.586307271084
FDX48,OUT027,4054.0701617103723
NCW05,OUT027,2960.4823825363364
FDX27,OUT017,1430.8860772841897
DRM37,OUT045,3358.6368446586644
FDA38,OUT045,4116.7469377907255
FDR36,OUT046,721.6149042763766
FDZ45,OUT046,3361.780777651515
FDG05,OUT017,2637.5800727653614
FDK28,OUT013,4306.261320013094
FDV47,OUT045,1352.3188902267266
FDN21,OUT045,2660.141128978307
FDP20,OUT027,3330.96739214795
FDI35,OUT045,3119.0728465712987
DRY23,OUT013,734.9739438395391
FDA56,OUT017,2118.2830573652486
FDB09,OUT013,2079.951621406928
NCO26,OUT027,3198.2914210994695
FDQ49,OUT018,2256.4473194656975
FDI52,OUT027,3326.8473033375913
FDZ44,OUT027,2998.9980131400284
FDZ09,OUT018,2452.243019047573
FDY03,OUT049,1823.9602803968864
NCG42,OUT017,2074.705715981887
DRI13,OUT027,5576.706008821094
FDQ32,OUT013,2121.913689068885
FDW16,OUT035,1497.6050066839143
FDU27,OUT046,774.7770881539939
FDR28,OUT010,434.2294185067808
FDQ49,OUT010,424.2227254149277
FDS37,OUT046,1882.8672404485462
FDW26,OUT018,3270.627264705216
FDX12,OUT018,3744.4782587492687
NCP06,OUT013,2490.367865782481
FDW45,OUT010,379.53669732913295
NCN30,OUT049,1495.1435268273249
FDN24,OUT049,848.905721245967
NCL41,OUT027,1195.2107517470447
FDR02,OUT019,256.9025805569313
FDD09,OUT010,493.81658605180746
FDS33,OUT010,234.27961997739976
FDU22,OUT045,1918.2343962376174
FDI53,OUT013,2699.7884378863564
DRH01,OUT049,2983.066054393181
FDX32,OUT013,2241.683904266672
NCP30,OUT018,548.0206973871266
FDB60,OUT045,3240.534405826619
FDB14,OUT049,1439.9324865300578
NCP02,OUT035,977.2076020808004
FDJ10,OUT017,2166.488590334451
FDG34,OUT046,1836.7721634662541
NCB18,OUT017,1386.171254641577
FDM16,OUT049,1179.44235309519
FDW25,OUT018,1082.6622328247527
FDB35,OUT010,274.57885780140396
DRN11,OUT013,2216.6113585551925
FDF41,OUT019,668.4518027526863
FDH16,OUT045,1411.7350243565484
NCQ50,OUT018,3163.8069932217504
DRH23,OUT018,812.1929500936906
DRJ37,OUT013,2577.2108424095686
DRJ24,OUT027,4938.81497055384
FDY16,OUT035,3145.5010223024597
FDQ27,OUT045,1685.6792300357188
FDZ33,OUT045,2437.8505647217016
FDF29,OUT045,2125.0546558976057
FDA08,OUT049,2736.783005150011
FDG31,OUT046,1158.886836795714
FDE34,OUT019,531.2670136985669
NCR30,OUT027,1861.781339697443
FDV33,OUT035,4211.410869920677
DRZ24,OUT018,1725.8839736099817
NCL54,OUT035,2993.6258145379716
FDR12,OUT049,2944.083026469691
NCC54,OUT046,3933.151201243097
DRN59,OUT013,723.7730449309179
FDX50,OUT019,270.9972234884194
FDV31,OUT027,4763.565600996487
NCA29,OUT027,4807.137490539354
FDW60,OUT049,3072.377219531142
FDX08,OUT017,3152.187233661837
DRD49,OUT013,4076.7409690068366
FDD33,OUT046,3819.0278031679372
FDW35,OUT013,709.5402926730881
FDJ36,OUT017,1708.530300288267
FDV51,OUT035,2793.1213811239013
FDW36,OUT046,1745.2873196803203
FDH35,OUT046,2671.209199126953
NCS30,OUT027,3367.0225136038985
FDN49,OUT017,765.6940429868116
FDL08,OUT018,3618.469630550683
FDI09,OUT013,4107.695695380427
FDP19,OUT018,1870.1706622930883
FDU21,OUT010,14.665101094078636
NCP41,OUT045,1754.9119078578237
FDY10,OUT013,1829.9733608159434
FDP12,OUT018,571.328152085712
NCN26,OUT049,1963.3411897585854
FDK44,OUT013,2922.868105828136
FDC28,OUT049,1803.5619558900717
FDJ41,OUT027,6273.586693236624
NCT29,OUT035,2065.9280592658456
NCH42,OUT019,570.784276724213
FDU60,OUT018,2523.6567271905983
FDS02,OUT045,3221.6496021254243
FDC51,OUT046,2131.7616262590664
FDU03,OUT013,3123.698919618843
FDX39,OUT045,3479.3339222254745
NCY05,OUT010,13.433857720910055
NCL06,OUT027,6413.064111795564
FDD32,OUT035,1361.7615457369377
NCN41,OUT045,2029.7494737967475
NCX53,OUT049,2130.524872480204
FDU57,OUT019,361.21912498966935
FDQ23,OUT046,1741.6485009915689
FDQ52,OUT045,4094.828971725149
FDC14,OUT045,706.9069655012297
FDY09,OUT035,2941.793846935784
FDQ28,OUT045,2529.788626691577
FDV25,OUT046,3589.058099713345
FDJ07,OUT035,1870.2155570206526
DRB25,OUT049,1721.2712327294244
FDK52,OUT019,605.6129539136575
FDY52,OUT027,1715.3213865424768
FDB28,OUT046,3384.356582451973
FDT36,OUT035,698.5535568277207
FDV25,OUT017,3754.0587330705857
NCN07,OUT027,3354.575646951421
FDC57,OUT017,3171.0041266047706
FDQ03,OUT018,3460.0626366445517
FDU23,OUT017,2889.231943884642
NCX41,OUT035,3558.27264643544
NCD06,OUT035,760.5302631681081
FDW08,OUT045,1725.5436426994142
NCU29,OUT017,2399.168911815158
NCE06,OUT013,2644.269520817866
FDV52,OUT010,281.21601683114386
FDB02,OUT017,2946.1005379303747
NCR18,OUT045,740.611199195145
FDK16,OUT049,1472.6486048267548
NCQ29,OUT010,630.9643639045962
FDZ01,OUT019,283.9020793137706
FDW27,OUT035,2569.9060902347605
FDD17,OUT018,3592.3884518069876
FDW39,OUT013,2927.684679635233
DRH59,OUT045,1140.571529403721
FDS52,OUT013,1631.930201042544
FDU40,OUT027,5190.793937811371
NCF54,OUT013,2928.409542667856
FDH46,OUT045,1676.6740263934444
NCP14,OUT049,1722.538396350854
FDH50,OUT049,3203.7929061491236
DRF15,OUT010,395.93508282456423
FDV27,OUT027,2284.604237976333
NCJ06,OUT049,1904.4753358744856
FDN02,OUT018,3133.037676425757
FDQ51,OUT049,766.8162572905364
FDQ07,OUT017,3745.092724898408
FDS45,OUT049,1742.399642034704
NCJ06,OUT045,1962.9771673478817
FDD36,OUT035,1907.3711920502976
FDY25,OUT045,3088.756482902333
FDU52,OUT046,2529.0720206069377
DRK47,OUT017,3729.10660988562
NCL30,OUT017,2128.911124029245
FDN22,OUT035,4109.0862384224665
NCF30,OUT027,3307.2222732923883
FDK03,OUT035,4249.0130721694
FDT45,OUT017,901.3728644205271
NCC54,OUT027,6226.433838045294
FDP08,OUT018,2914.469858419419
FDU44,OUT046,2742.673753176935
